instance_id,url,defect_categories,fix_locus,fix_effort,fix,still_failing_configs,passing_configs,issue_summary
instance_navidrome__navidrome-7073d18b54da7e53274d11c9e2baef1242e8769e,https://jeff-da.github.io/audit-nonvalids/navidrome__navidrome-7073d18b54da7e53274d11c9e2baef1242e8769e/,Spec contradicts the graded test,instructions,trivial,"The blanket rule ""Every currently-exported method on the `client` struct must be renamed to start with a lowercase letter"" contradicts gold, which keeps `GetToken` exported (graded client_test.go:131 calls client.GetToken; renamers fail to build). Amend to: ""Every currently-exported method ... except `GetToken`, which must remain exported"" — or replace the blanket sentence with the explicit ""in particular"" list, which already omits GetToken.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt to rename the lastfm client's GetToken method to getToken, exactly as instructed. According to the task instructions, this is required by the blanket rule: ""Every currently-exported method on the client struct must be renamed to start with a lowercase letter."" However, the reference solution quietly keeps GetToken exported, and the graded client_test.go still calls client.GetToken at line 131, so every spec-faithful patch fails to compile with ""client.GetToken undefined ... but does have method getToken"". The instruction's ""in particular"" list of methods to rename omits GetToken, but nothing marks it as an exception to the blanket sentence, so a model following the stated rule cannot pass and the failure is not a model error."
instance_navidrome__navidrome-fa85e2a7816a6fe3829a4c0d8e893e982b0985da,https://jeff-da.github.io/audit-nonvalids/navidrome__navidrome-fa85e2a7816a6fe3829a4c0d8e893e982b0985da/,Spec contradicts the graded test,instructions,trivial,"Two spec/test mismatches. (1) Reword ""When `id` refers to an existing player, the operation must update that player's metadata; otherwise it must follow the lookup path."" to ""...must update that player's metadata only when the request's client matches the stored player's client; on client mismatch, a new player must be created."" (2) Append to the Delete bullet: ""Delete must return a nil error even when the player does not exist or the caller lacks permission.""",codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt the requested player refactor (moving to UserId/Username/IP) and largely succeed — 41 of 42 core specs and 170 of 173 persistence specs pass. According to the task instructions, ""When id refers to an existing player, the operation must update that player's metadata"", and for Delete the spec only says ""stored data must remain unchanged"" while Update on a missing player must return ErrNotFound. However, the graded test ""creates a new player if client does not match the one in DB"" registers the existing id 123 from a different client and demands a brand-new player (asserting the returned ID does NOT equal ""123"") — a client-mismatch invalidation rule the spec never states — and the Delete table tests require a nil error even for nonexistent or unauthorized deletes, where models reasonably mirrored Update's stated ErrNotFound behavior and got ""data not found"". The tests demand behavior the spec contradicts or omits, so the failure is not a model error."
instance_protonmail__webclients-a6e6f617026794e7b505d649d2a7a9cdf17658c8,https://jeff-da.github.io/audit-nonvalids/protonmail__webclients-a6e6f617026794e7b505d649d2a7a9cdf17658c8/,Spec contradicts the graded test,tests,trivial,"Test passes a whole Document cast `document as unknown as Element` into a function whose declared input is ""document (Element)""; root-aware implementations crash on document.hasAttribute. Change the test to pass `document.documentElement` (a real Element) — gold's querySelectorAll path still passes, and interface-faithful implementations stop crashing. Alternatively amend the spec's Input line to `Document`.",codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt to write transformStyleAttributes so that it first checks whether the root element itself carries a style attribute (via hasAttribute) and then processes its descendants. According to the task instructions, this should be correct: the declared interface says ""Input: document (Element)"", and the spec's directive to ""Examine every element ... that has a style attribute"" arguably makes checking the root more faithful, not less. However, the graded test passes an entire Document object forced through the type system as `document as unknown as Element`, and Document has no hasAttribute method, so the implementation crashes with ""TypeError: document.hasAttribute is not a function""; only implementations that skip the root and rely solely on querySelectorAll('[style]') survive. The test violates the function's own declared input type, so the failure is not a model error."
instance_protonmail__webclients-b530a3db50cb33e5064464addbcbef1465856ce6,https://jeff-da.github.io/audit-nonvalids/protonmail__webclients-b530a3db50cb33e5064464addbcbef1465856ce6/,Unstated name,instructions,trivial,"Graded tests do `import useCanCheckItem from './useCanCheckItem'` and die with ""_useCanCheckItem.default is not a function"" on named exports. Change ""must export a hook named `useCanCheckItem`"" to ""must export the hook `useCanCheckItem` as the module's default export"". (Alternatively make the test import tolerant, but the spec edit is cheaper.)",codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt to create the useCanCheckItem.ts hook with the required logic, exporting it as a named export (`export const useCanCheckItem`). According to the task instructions, this should be acceptable because the spec says only that the module ""must export a hook named `useCanCheckItem`"", which a named export satisfies literally. However, the graded tests import it as a default export (`import useCanCheckItem from './useCanCheckItem'`), so all 9 tests fail identically with ""TypeError: (0, _useCanCheckItem.default) is not a function"" and the hook's logic is never evaluated at all. The reference solution happens to use a default export, but nothing in the instructions states that form, so the failure is not a model error."
instance_protonmail__webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0,https://jeff-da.github.io/audit-nonvalids/protonmail__webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0/,Unstated requirement,tests,moderate,"Revert the test_patch's silent rewrite of P2P test ""should re-try to confirm until the tab is closed"" from real `delay()` waits to `jest.useFakeTimers()`+`runAllTimers()` — under fake timers any non-terminating setTimeout/setInterval polling chain hangs and the test vanishes from output. Keep the real-timer version the repo's visible suite uses (both failing patches pass it), or drop this rewritten test from pass_to_pass grading.",codex + GPT-5.6; mini-swe + Opus 5,claude-code + Opus 5; mini-swe + GPT-5.6,"Models attempt the requested payment-token refactor around verify and getCreatePaymentToken, and both deliver it -- all three targeted tests pass. In the course of the refactor they also legitimately rewrote the internal polling loop of process(), one using self-rescheduling window.setTimeout chains and the other setInterval, and both versions pass the repository's own visible test (the log shows ""PASS ... should re-try to confirm until the tab is closed""). However, the benchmark's test patch silently rewrites that pre-existing test from real delay() waits to jest.useFakeTimers() with jest.runAllTimers(), and under fake timers any polling loop that never terminates on its own hangs runAllTimers, making the test vanish from jest's output entirely (""Missing tests: [...re-try...]"", with only 12 of 13 reported). The graded suite thus imposes a timer-mechanics constraint that neither the instructions nor the visible test suite reveal, so the failure is not a model error."
instance_qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac784985212b1805e1d0431dc8f1b3c171,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac78498/,Spec contradicts the graded test,instructions,trivial,"Spec: ""The error message for any process startup failure should display the process name (capitalized), the exact command in single quotes, and ... 'failed to start:'"" — but graded P2P test_start_detached_error asserts the legacy ""Error while spawning testprocess"". Change ""any process startup failure"" to ""any non-detached process startup failure"", and add: ""Detached spawns (start_detached) keep the existing 'Error while spawning <what>' message unchanged.""",codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt to apply the new startup-failure message format uniformly, including to the detached-spawn path, producing messages like ""Testprocess 'foo' failed to start: ... (Hint: ...)"" -- and all the feature's own tests pass, including test_error. According to the task instructions, this is required: the spec says ""The error message for ANY process startup failure should display the process name (capitalized), the command in single quotes and ... 'failed to start:'"", with nothing exempting detached spawns. However, the pre-existing graded test test_start_detached_error asserts the OLD wording 'Error while spawning testprocess', because the reference solution silently keeps the legacy message for start_detached only. A literal reading of the spec therefore sinks the score by exactly this one test, so the failure is not a model error."
instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf/,Unstated requirement,instructions,trivial,"Add a sentence to the fallback-helper paragraph (""helper logic must decide... which alternative locale tag's `.pak` file should be used""): ""When falling back, log only at debug level (`log.init.debug`); the code must not emit WARNING-or-higher log records, as the test suite fails any test that produces one."" cc_opus's functionally correct patch died solely on qutebrowser's autouse logfail fixture rejecting its WARNING-level fallback message.",claude-code + Opus 5,codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,"The model implements the locale-fallback helper _get_lang_override in qtargs.py with the same shape as the gold patch, correctly deciding which alternative locale's .pak file to use, and merely logs the fallback at WARNING level (""No locale file found for aa ... falling back to en-US!"") where gold uses a debug-level message. According to the task instructions, the helper ""must decide... which alternative locale tag's .pak file should be used"" — the functional contract, which the patch meets; no spec sentence mentions logging or log levels at all. However, qutebrowser's autouse logfail fixture (tests/helpers/logfail.py:49) fails any test that emits a warning, reporting ""Got logging message on logger init with level WARNING"", so every parametrized case dies on the log level alone. The mass failure is a logging-severity artifact rather than wrong behavior, so the failure is not a model error."
instance_qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b-v363c8a7e5ccdf/,Unstated name,tests,trivial,"test_iter asserts `list(iter(values)) == list(iter(values._vmap.values()))`, reflecting on a private attribute the spec never names (spec only mandates repr keyword `vmap=` and iteration order). Rewrite test_iter to compare against the known inserted ScopedValues (global first, then pattern values) instead of `values._vmap`. Alternatively add to the spec: 'store the ordered scoped-value collection in an attribute named `_vmap`.'",codex + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5; mini-swe + GPT-5.6,"Models attempt to implement the Values class with the ordered scoped-value collection stored in a private attribute named `self._values`, rendering the required repr string ""vmap=odict_values(...)"" literally and satisfying the spec's iteration, ordering, and efficiency demands. According to the task instructions, this should be acceptable because the spec only mandates the repr keyword ""vmap="" and an ""internal ordered scoped-value collection"", never naming the private attribute itself. However, the graded test test_iter reaches into the object's internals with `list(iter(values._vmap.values()))` and fails with ""AttributeError: 'Values' object has no attribute '_vmap'"", so an otherwise spec-faithful implementation fails solely on the choice of a private variable name. Since a test should not dictate unstated internal naming, the failure is not a model error, though the repr wording does hint strongly at the expected name."
instance_qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf/,Unstated requirement,tests,trivial,"Param [6.5.3-True-auto-True] monkeypatches only machinery.IS_QT6=True while running under PyQt5, creating an impossible IS_QT5==IS_QT6==True state; behaviorally-equivalent `not IS_QT5` implementations fail. In the test, also monkeypatch machinery.IS_QT5=False whenever IS_QT6 is patched True, so the simulated Qt state is consistent.",claude-code + Opus 5; mini-swe + Opus 5,codex + GPT-5.6; mini-swe + GPT-5.6,"Models attempt to implement the full always/never/auto darkmode mapping and detect the Qt version by consulting machinery.IS_QT5 (for example ""if machinery.IS_QT5: return 'never'""). According to the task instructions, this should be acceptable: the spec says only that the behavior differs ""on Qt 6"" without naming which attribute to consult, and in any real environment `not IS_QT5` is exactly equivalent to `IS_QT6`. However, the failing test parameter [6.5.3-True-auto-True] runs under PyQt5 (so IS_QT5 is True) and monkeypatches only machinery.IS_QT6=True, manufacturing an impossible state where both flags are True at once; only implementations that read exactly IS_QT6 pass it. The test distinguishes between two behaviorally identical implementations using a Qt state that cannot exist, so the failure is not a model error."
instance_qutebrowser__qutebrowser-7f9713b20f623fc40473b7167a082d6db0f0fd40-va0fd88aac89cde702ec1ba84877234da33adce8a,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-7f9713b20f623fc40473b7167a082d6db0f0fd40-va0fd88aac89cd/,Unstated requirement,instructions,trivial,"Graded test monkeypatches only `mimetypes.types_map`/`mimetypes.guess_all_extensions`; msa_opus's functionally-correct QMimeDatabase implementation reads the real system DB and fails. Add to the extra_suffixes_workaround requirements: ""implement the MIME-to-extension lookup using Python's standard `mimetypes` module (`mimetypes.types_map` and `mimetypes.guess_all_extensions`), not Qt's QMimeDatabase.""",mini-swe + Opus 5,claude-code + Opus 5; codex + GPT-5.6; mini-swe + GPT-5.6,"Models attempt to implement the extra_suffixes_workaround using Qt's QMimeDatabase for the MIME-type-to-extension lookup, correctly reproducing all the specified logic — the version gate, wildcard prefix handling, and subtraction of already-present entries. According to the task instructions, this should be acceptable because the spec describes the required behavior without ever naming which library must perform the lookup. However, the graded test monkeypatches only Python's standard `mimetypes` module (`mimetypes.guess_all_extensions` and `mimetypes.types_map`), so the QMimeDatabase implementation reads the real system MIME database instead of the mock: for ""image/jpeg"" it returns {'.jpeg', '.jpg', '.jpe'} where the mock-derived expectation is {'.jpg', '.jpe'}, failing test_suffixes_workaround_extras_returned. The implementation is functionally correct in real use but trips a hidden mock-based contract on library choice, so the failure is not a model error."
instance_qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-ed19d7f58b2664bb310c7cb6b52c5b9a06ea60b2-v059c6fdc75567/,Spec contradicts the graded test,instructions,trivial,"Replace line 30 ""The hidden settings should be clearly distinguishable in the output format while maintaining consistency with the existing display format."" with ""Hidden settings must be printed in exactly the same `name = value` format as other settings, with no extra marker or annotation."" Graded test_dump_userconfig[True] expects plain 'content.webgl = false'; msa_gpt's spec-faithful "" (hidden)"" suffix is the sole failure.",mini-swe + GPT-5.6,claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5,"Models attempt to implement the --include-hidden / include_hidden feature, and the failing attempt did so correctly while also appending a "" (hidden)"" marker to hidden options in the dump_userconfig output. According to the task instructions, this marker should be required: the spec's last requirement says ""The hidden settings should be clearly distinguishable in the output format"". However, the graded test_dump_userconfig[True] expects the plain line 'content.webgl = false' with no annotation, so the model's 'content.webgl = false (hidden)' fails on exactly that ""+ (hidden)"" diff, and both missing tests fail solely on this annotation. A patch that faithfully follows the distinguishability sentence cannot pass, while the attempts that passed simply ignored that instruction, so the failure is not a model error."
instance_qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,https://jeff-da.github.io/audit-nonvalids/qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e/,Unstated name,tests,moderate,"fail_to_pass hard-codes pytest auto-ids like test_settings_exist[content.canvas_reading-values1] whose -valuesN ordinal encodes _WEBENGINE_SETTINGS dict insertion order; inserting the new setting anywhere but gold's position shifts every id (msa_gpt: 108/108 pass, graded 99). In test_patch, give the parametrize explicit ids (the option name alone, ids=lambda/first tuple element) in test_qtargs.py test_settings_exist, then regenerate the f2p entries without -valuesN suffixes.",mini-swe + GPT-5.6,claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5,"Models attempt to implement the qt.workarounds.disable_accelerated_2d_canvas setting, and the implementation is correct: the verifier shows 108 of 108 tests passing. According to the task instructions, inserting the new entry anywhere in the _WEBENGINE_SETTINGS dictionary should be acceptable, since no spec sentence fixes the dictionary's insertion order. However, grading matches pytest's auto-generated parameter IDs, whose -valuesN suffixes encode that insertion order -- the run placed the new entry at position 0, shifting every ID by one, so the run emits test_settings_exist[content.canvas_reading-values2] while grading demands -values1, and only 99 of the required tests are credited despite every test actually passing. The mismatch is purely in test-ID bookkeeping, not behavior, so the failure is not a model error."
